customer_id,prob,default
100086,0.7432400045294465,1
100087,0.6808801002930037,0
100088,0.8647621268152128,1
100089,0.8966018750237327,1
100090,0.9241766203500412,1
100091,0.8624087606860497,1
100092,0.06045314748653482,0
100093,0.9615399729181616,1
100094,0.4205868461868109,0
100095,0.984528932177248,1
100096,0.9401918092314359,1
100097,0.3238451746330041,0
100098,0.7896368514529818,1
100099,0.8358229611201538,1
100100,0.6062008873163799,0
100101,0.7016667553104025,0
100102,0.6274085238260257,0
100103,0.30935771682827046,0
100104,0.24521384296151705,0
100105,0.9129409883263807,1
100106,0.1863187861447449,0
100107,0.9818960255078103,1
100108,0.4374756841639896,0
100109,0.8692739589984734,1
100110,0.44223090680129507,0
100111,0.9418489856753884,1
100112,0.8528924958357664,1
100113,0.05555791428128722,0
100114,0.4048128202362252,0
100115,0.31482947781027715,0
100116,0.9298648875839578,1
100117,0.08267784334200047,0
100118,0.7115236747340032,0
100119,0.8891992532028493,1
100120,0.1883009446253384,0
100121,0.7635023154088088,1
100122,0.09122461808204779,0
100123,0.6215693808895582,0
100124,0.8973468709100555,1
100125,0.8716254291644526,1
100126,0.45247310172882954,0
100127,0.03826701384305185,0
100128,0.43237696830345856,0
100129,0.6162884528067787,0
100130,0.9395036128347444,1
100131,0.025291533891464633,0
100132,0.7733387295392904,1
100133,0.7556551966118766,1
100134,0.0405193874073365,0
100135,0.06434462556348147,0
100136,0.1053100919963573,0
100137,0.9133607052607248,1
100138,0.9686180786390182,1
100139,0.8878100146337301,1
100140,0.8685266974317168,1
100141,0.047948574844687133,0
100142,0.3217214978137223,0
100143,0.5392567301463828,0
100144,0.9284858602196449,1
100145,0.055623831826986186,0
100146,0.4300934604452406,0
100147,0.14116019487263262,0
100148,0.8986833161731548,1
100149,0.012732404956041376,0
100150,0.6145766572099798,0
100151,0.5148013647326994,0
100152,0.9666737046955568,1
100153,0.09521241485139138,0
100154,0.919454501817596,1
100155,0.959213938547366,1
100156,0.9176405352575049,1
100157,0.8711960573765001,1
100158,0.9440658235460951,1
100159,0.9442665448134251,1
100160,0.7597227798990472,1
100161,0.43631939042537604,0
100162,0.10185944199227064,0
100163,0.9822986149341099,1
100164,0.19563960443802675,0
100165,0.7896670220972917,1
100166,0.5037356368460262,0
100167,0.20989093384351235,0
100168,0.30569053289168274,0
100169,0.9908560183025905,1
100170,0.6172863224430766,0
100171,0.15405435416711533,0
100172,0.27046343441011406,0
100173,0.025135071361177107,0
100174,0.28008409051673044,0
100175,0.0935475062457968,0
100176,0.4926216778432562,0
100177,0.09942557191211863,0
100178,0.7670533126210821,1
100179,0.413047853527486,0
100180,0.489461329773248,0
100181,0.9305260465935542,1
100182,0.05675883788425113,0
100183,0.08066257823297411,0
100184,0.04103379194687063,0
100185,0.7683705656442286,1
100186,0.7116710590744504,0
100187,0.05207160727379816,0
100188,0.06066115755621183,0
100189,0.9512217268880392,1
100190,0.6670507640690096,0
100191,0.6231062754213834,0
100192,0.8913133319865093,1
100193,0.9034695590286709,1
100194,0.2750988528556433,0
100195,0.16563109247774885,0
100196,0.02878471247706164,0
100197,0.19420721302149574,0
100198,0.03665771085546428,0
100199,0.9787675688928091,1
100200,0.007159387087538775,0
100201,0.9389566852337281,1
100202,0.026104184440269008,0
100203,0.8355166385157776,1
100204,0.7617436030808781,1
100205,0.8069748267287701,1
100206,0.49118184269528004,0
100207,0.40334506589069485,0
100208,0.2074197380376133,0
100209,0.8720316536027537,1
100210,0.06506734936443709,0
100211,0.9498255153020613,1
100212,0.06127281552550269,0
100213,0.04143092803004059,0
100214,0.5283321968650762,0
100215,0.9144686272563755,1
100216,0.9185679679539858,1
100217,0.01285278256179549,0
100218,0.908599963850429,1
100219,0.8362758778651933,1
100220,0.03457478085552696,0
100221,0.9835984398683659,1
100222,0.4199771362528374,0
100223,0.5103624989491363,0
100224,0.794179963611199,1
100225,0.04212654908488197,0
100226,0.2988891383861358,0
100227,0.8555831632449328,1
100228,0.3688740277721025,0
100229,0.7293383434238316,1
100230,0.07383894533389229,0
100231,0.03557669211313134,0
100232,0.17708004702713037,0
100233,0.9267108029526329,1
100234,0.3227492670111796,0
100235,0.6371217797022753,0
100236,0.8320643451507247,1
100237,0.03164299220159312,0
100238,0.9254835924413316,1
100239,0.4904193348895623,0
100240,0.8384917725973892,1
100241,0.06266211083848731,0
100242,0.07568991738904354,0
100243,0.2605387598246723,0
100244,0.014495101343193283,0
100245,0.3021671160837368,0
100246,0.8100056452711344,1
100247,0.43756026032297385,0
100248,0.27314762241649393,0
100249,0.7018723392689863,0
100250,0.05042479846516068,0
100251,0.6657032877662389,0
100252,0.9874337255574975,1
100253,0.8560147069796185,1
100254,0.47032335092136457,0
100255,0.652625225353557,0
100256,0.1618725506668514,0
100257,0.3901397941660742,0
100258,0.8572731913524457,1
100259,0.1356170690249648,0
100260,0.12550507238886796,0
100261,0.925729178319222,1
100262,0.04123947759665704,0
100263,0.7431795295552636,1
100264,0.3559989722643454,0
100265,0.09642668042570543,0
100266,0.8568064740992777,1
100267,0.8292409224144038,1
100268,0.9757773818927499,1
100269,0.8444008316690234,1
100270,0.892832638935169,1
100271,0.3490682740914855,0
100272,0.42514222001256813,0
100273,0.06228322594362039,0
100274,0.14415616973589856,0
100275,0.838747674049136,1
100276,0.03626509702379428,0
100277,0.37274201985488076,0
100278,0.043674504545273975,0
100279,0.08639593571165477,0
100280,0.29381883821455135,0
100281,0.7951173701676837,1
100282,0.9574767967786749,1
100283,0.30855922116967444,0
100284,0.6626118566166067,0
100285,0.5811345536859233,0
100286,0.30839863085210006,0
100287,0.2910402025960202,0
100288,0.8693817941927762,1
100289,0.02643768299346845,0
100290,0.8596707969850054,1
100291,0.33225992592356857,0
100292,0.6506578065363978,0
100293,0.9080436473822374,1
100294,0.16877755700531444,0
100295,0.3054256903608435,0
100296,0.7182445042361284,0
100297,0.986798390023477,1
100298,0.3808922914450257,0
100299,0.9772090092048964,1
100300,0.08584634736201079,0
100301,0.16001279635784738,0
100302,0.5669503911167919,0
100303,0.21568033588840657,0
100304,0.8111793171377919,1
100305,0.0035954583440384246,0
100306,0.6074740908174453,0
100307,0.6469834855172347,0
100308,0.7253877266259187,1
100309,0.9175175317251715,1
100310,0.09410633923036275,0
100311,0.5225159856634156,0
100312,0.7044025163313495,0
100313,0.9696202022408436,1
100314,0.041041760294520536,0
100315,0.11794653391720018,0
100316,0.057120541415824254,0
100317,0.08307349307839218,0
100318,0.021592728387987096,0
100319,0.012038071662443464,0
100320,0.5326661175846088,0
100321,0.8733038503639949,1
100322,0.6008334547974722,0
100323,0.20005243161213904,0
100324,0.759903794326101,1
100325,0.13799222359999186,0
100326,0.08054195276498712,0
100327,0.14972751935232576,0
100328,0.9447266180901128,1
100329,0.712716344995417,0
100330,0.6425666938128456,0
100331,0.9449451176734561,1
100332,0.07272021387040868,0
100333,0.6536625195804178,0
100334,0.03939399137665931,0
100335,0.10333556746461627,0
100336,0.047338672947282466,0
100337,0.03401712960795462,0
100338,0.9300080058571157,1
100339,0.04143448834501705,0
100340,0.07030972289724334,0
100341,0.5251136767574726,0
100342,0.7556780638358043,1
100343,0.5550792593260734,0
100344,0.5050023669432502,0
100345,0.6334907186652377,0
100346,0.5627105884510315,0
100347,0.46565984929203885,0
100348,0.4159907805435515,0
100349,0.9689997868013067,1
100350,0.66362488271066,0
100351,0.641868984927115,0
100352,0.16486433500029551,0
100353,0.14151330264011336,0
100354,0.633550681384266,0
100355,0.05633348311428379,0
100356,0.05673773677113342,0
100357,0.04932257143499665,0
100358,0.8997191784008344,1
100359,0.03348493473774044,0
100360,0.7310126535927074,1
100361,0.9039151307291343,1
100362,0.9225720045267528,1
100363,0.6578559982514496,0
100364,0.033465563165192315,0
100365,0.9462921259938044,1
100366,0.9412829701467669,1
100367,0.07847992108955405,0
100368,0.5255617940517816,0
100369,0.845730515488595,1
100370,0.055590358782832576,0
100371,0.9611958377879506,1
100372,0.9798221668692655,1
100373,0.9383290948353549,1
100374,0.856455898050353,1
100375,0.043541504983545275,0
100376,0.14324192302573427,0
100377,0.04704278391430012,0
100378,0.930391845566713,1
100379,0.2100088043338894,0
100380,0.5494636596487192,0
100381,0.7233899988232078,1
100382,0.8529801132316942,1
100383,0.059479644152505395,0
100384,0.972689642439407,1
100385,0.08000566044539692,0
100386,0.08255017733113738,0
100387,0.9822461049772162,1
100388,0.2285104692211582,0
100389,0.029128967245297115,0
100390,0.507847597459415,0
100391,0.03883871212230802,0
100392,0.636088394959694,0
100393,0.48459595009094986,0
100394,0.16898186615821278,0
100395,0.9911657578758594,1
100396,0.5902344332430643,0
100397,0.9773560057252273,1
100398,0.014654347659300288,0
100399,0.8338922129401883,1
100400,0.30186754107467123,0
100401,0.027936665205512648,0
100402,0.37970090003454066,0
100403,0.07367538469110435,0
100404,0.7207048105507196,1
100405,0.04833980523116434,0
100406,0.9199700607002658,1
100407,0.5193955332069794,0
100408,0.3737179049042881,0
100409,0.9521246918841256,1
100410,0.9497883846733083,1
100411,0.7159719521022903,0
100412,0.39490356077579153,0
100413,0.13503147471374805,0
100414,0.8815044971609445,1
100415,0.8962189733481309,1
100416,0.03763034738519047,0
100417,0.9652005514450261,1
100418,0.9072345621653591,1
100419,0.8346296327551066,1
100420,0.7865642652195113,1
100421,0.08400369742390021,0
100422,0.7471614447198566,1
100423,0.01538184182562634,0
100424,0.1035889722325519,0
100425,0.9454674828294053,1
100426,0.8247467056696732,1
100427,0.1092117290621051,0
100428,0.9061724047604395,1
100429,0.09390444314345425,0
100430,0.5222975174089355,0
100431,0.07628058145660817,0
100432,0.5419638697241845,0
100433,0.8539716774207696,1
100434,0.9494854559613196,1
100435,0.9515338809984678,1
100436,0.0340940071823565,0
100437,0.41778417304514576,0
100438,0.09766325532641768,0
100439,0.017789402904732517,0
100440,0.9786358257917687,1
100441,0.36500995727732777,0
100442,0.1607798618218513,0
100443,0.49653598169660684,0
100444,0.9812669734136925,1
100445,0.7463600690408794,1
100446,0.007616027499188783,0
100447,0.09286285973066674,0
100448,0.9639198954013739,1
100449,0.6917529524018291,0
100450,0.48732796644282483,0
100451,0.9373139890798544,1
100452,0.29043476432325266,0
100453,0.06986720088475985,0
100454,0.19023088084094708,0
100455,0.09242156646285407,0
100456,0.4764117798969784,0
100457,0.9846114001236512,1
100458,0.9252673675445915,1
100459,0.09938011805423169,0
100460,0.7694504981137362,1
100461,0.697468786766705,0
100462,0.13144822834402373,0
100463,0.05492855716904348,0
100464,0.9252101079592789,1
100465,0.6986309770789076,0
100466,0.8919343155939851,1
100467,0.044685930316841364,0
100468,0.8691477523060877,1
100469,0.2044399213864009,0
100470,0.2205687387659093,0
100471,0.06749682069385368,0
100472,0.20398715077683047,0
100473,0.036023756031983274,0
100474,0.02959947387858359,0
100475,0.041833677538277145,0
100476,0.057112514342755695,0
100477,0.9109038353688732,1
100478,0.9753697335758765,1
100479,0.84393773018394,1
100480,0.8831275245487342,1
100481,0.512169909223345,0
100482,0.10220015074814508,0
100483,0.723239285087621,1
100484,0.9317870605743219,1
100485,0.9481029758068,1
100486,0.27088013450681303,0
100487,0.2555672239011748,0
100488,0.27754375740591686,0
100489,0.4853519652707359,0
100490,0.33481691834237304,0
100491,0.3971654673129812,0
100492,0.5780960758612926,0
100493,0.38551932533977756,0
100494,0.9749850799375208,1
100495,0.8919991562192945,1
100496,0.1443718721169538,0
100497,0.8734019365931335,1
100498,0.6027790010925919,0
100499,0.9580983070183204,1
100500,0.09129280591426128,0
100501,0.9748097704523464,1
100502,0.3270905766880916,0
100503,0.21369382476244494,0
100504,0.9838558007038879,1
100505,0.9416421591329872,1
100506,0.938192592620667,1
100507,0.9830203880482893,1
100508,0.97085980336537,1
100509,0.052181689633602646,0
100510,0.08790909305189397,0
100511,0.2396185239367625,0
100512,0.908735509499601,1
100513,0.8932903331777218,1
100514,0.07010788464142127,0
100515,0.022064096050953927,0
100516,0.9175020373432198,1
100517,0.06892193442941609,0
100518,0.018396866084260447,0
100519,0.8119398859303418,1
100520,0.09922275275177594,0
100521,0.1814708045139816,0
100522,0.9619828796907438,1
100523,0.15090158621506822,0
100524,0.8728872187853783,1
100525,0.8611105801676464,1
100526,0.2594024750247167,0
100527,0.10638605751929542,0
100528,0.8783433171286167,1
100529,0.03385782656023562,0
100530,0.1357027398986525,0
100531,0.05513574300668394,0
100532,0.9004525985876185,1
100533,0.16786253199262435,0
100534,0.850173415875234,1
100535,0.019382683820364476,0
100536,0.518843244072242,0
100537,0.1550694151127185,0
100538,0.5191797469392414,0
100539,0.7210730471007794,1
100540,0.9087283923838707,1
100541,0.7165373282880559,0
100542,0.07142364564323656,0
100543,0.04434014528896058,0
100544,0.19283397304566502,0
100545,0.2123954105253693,0
100546,0.9016964858951548,1
100547,0.6681075636187571,0
100548,0.18463456455618815,0
100549,0.9586186752700048,1
100550,0.14555121569517537,0
100551,0.9502514572015536,1
100552,0.8306038600411892,1
100553,0.9699660744168543,1
100554,0.9024511364141384,1
100555,0.9061138685923974,1
100556,0.9521486422658756,1
100557,0.7369330347518417,1
100558,0.5952716419345812,0
100559,0.5718492376956645,0
100560,0.8808527105228005,1
100561,0.9910228787689154,1
100562,0.9296383025942663,1
100563,0.16246565855911804,0
100564,0.027892563979543896,0
100565,0.00677496295056699,0
100566,0.8732487208573408,1
100567,0.852541100821623,1
100568,0.03271524543093804,0
100569,0.8799862557677465,1
100570,0.15270713054056095,0
100571,0.7380843011179001,1
100572,0.7780482585892818,1
100573,0.7792804371095168,1
100574,0.0513117888762311,0
100575,0.7964999713408305,1
100576,0.3281741133239804,0
100577,0.5510505887302222,0
100578,0.015256557374783795,0
100579,0.5576199529478275,0
100580,0.8647022053101686,1
100581,0.8193201666561215,1
100582,0.018860649170150765,0
100583,0.6948900481701462,0
100584,0.40735723574742166,0
100585,0.9497878927301456,1
100586,0.6118956336264323,0
100587,0.21577677092314665,0
100588,0.47516414395684725,0
100589,0.030092499721032975,0
100590,0.03162335022717099,0
100591,0.15540372006703904,0
100592,0.9265942889394625,1
100593,0.8152102947226594,1
100594,0.8745969181662049,1
100595,0.6973746741403228,0
100596,0.5196689561018357,0
100597,0.17993351554125564,0
100598,0.424482931466896,0
100599,0.060933750770530856,0
100600,0.9553016047452488,1
100601,0.8322282206769215,1
100602,0.06166554471941362,0
100603,0.5515522878432727,0
100604,0.030774497298921608,0
100605,0.4587066907017369,0
100606,0.9082013762580015,1
100607,0.9769701233987651,1
100608,0.04949364384285699,0
100609,0.9317193259330665,1
100610,0.6619802860725039,0
100611,0.34400769496941114,0
100612,0.025263698657147282,0
100613,0.682829405851686,0
100614,0.7742859251859633,1
100615,0.3954488573975247,0
100616,0.09779629505160094,0
100617,0.28779815009498416,0
100618,0.12401815996675174,0
100619,0.47552244840375085,0
100620,0.3293922545476454,0
100621,0.7244440503524682,1
100622,0.42410215707904464,0
100623,0.3098654516511284,0
100624,0.03775019134813028,0
100625,0.9194908245309433,1
100626,0.03262444799518895,0
100627,0.9899481013034609,1
100628,0.4982184704147419,0
100629,0.08201087358423184,0
100630,0.6885421792202626,0
100631,0.619250396471323,0
100632,0.019438676700443674,0
100633,0.9855405293943492,1
100634,0.07089698748234245,0
100635,0.9275294669946821,1
100636,0.6571057247398914,0
100637,0.9870845272356289,1
100638,0.19055174008690906,0
100639,0.8623838559022606,1
100640,0.3766846596208462,0
100641,0.9012848069232818,1
100642,0.73748743352627,1
100643,0.05994603823072175,0
100644,0.25682027268770263,0
100645,0.023788078970841002,0
100646,0.9811716279391896,1
100647,0.8227224470757943,1
100648,0.9765674841958711,1
100649,0.15491177319952631,0
100650,0.5176808536574545,0
100651,0.9945436456037369,1
100652,0.9543918397267229,1
100653,0.3163090670104894,0
100654,0.9489930704478005,1
100655,0.9100365576711177,1
100656,0.8720723293921067,1
100657,0.9011835015880398,1
100658,0.49317957472792723,0
100659,0.7428695194034153,1
100660,0.0850940256480922,0
100661,0.7333657704062793,1
100662,0.1500398328314542,0
100663,0.08006151897325711,0
100664,0.9642442646042059,1
100665,0.9752071761186419,1
100666,0.958374063420466,1
100667,0.5900619288079281,0
100668,0.982478079892678,1
100669,0.16862915184797908,0
100670,0.08946590679257535,0
100671,0.9942379257187295,1
100672,0.9892360672552225,1
100673,0.8512648001308161,1
100674,0.1637259440311355,0
100675,0.08828166265774158,0
100676,0.06793797035588542,0
100677,0.8628312994455057,1
100678,0.06343840590030665,0
100679,0.6190914779093183,0
100680,0.9583838968170024,1
100681,0.9741440583633139,1
100682,0.9846494696095917,1
100683,0.023132700520833927,0
100684,0.8184875230245522,1
100685,0.8663224431671535,1
100686,0.9198093391433345,1
100687,0.7247694882369171,1
100688,0.4280191306455078,0
100689,0.8727786533334018,1
100690,0.429057429877095,0
100691,0.5841568419997893,0
100692,0.10254405300740503,0
100693,0.08557752647240381,0
100694,0.20376243606700123,0
100695,0.6457551912231848,0
100696,0.016439272663183378,0
100697,0.9214586155887801,1
100698,0.5871284304009848,0
100699,0.018641893318688502,0
100700,0.015252000071519986,0
100701,0.9397587746500048,1
100702,0.12382473014545818,0
100703,0.1207832060861383,0
100704,0.5371043422652574,0
100705,0.6645227905350996,0
100706,0.12594654910398237,0
100707,0.14715142656658511,0
100708,0.8771574292874267,1
100709,0.28169649714230693,0
100710,0.5398056450172729,0
100711,0.09910727471947765,0
100712,0.9310396914293052,1
100713,0.3104414846872365,0
100714,0.924603212275443,1
100715,0.47542841289725796,0
100716,0.8344351619230375,1
100717,0.01997655320177696,0
100718,0.0654257963540748,0
100719,0.5213514616703839,0
100720,0.9015659495778278,1
100721,0.5831968990132258,0
100722,0.17210929222203858,0
100723,0.860909717002603,1
100724,0.6037777258909173,0
100725,0.16016657107064616,0
100726,0.7780354405869176,1
100727,0.4901026852057064,0
100728,0.7894134389081201,1
100729,0.8291595297896022,1
100730,0.70814354897772,0
100731,0.12170291501520615,0
100732,0.850669413630708,1
100733,0.9156825067752127,1
100734,0.5708427910962318,0
100735,0.9705003512210699,1
100736,0.25117929726256794,0
100737,0.02241964197994022,0
100738,0.48470009460361624,0
100739,0.4099589487516037,0
100740,0.8965251689026295,1
100741,0.013708894158057641,0
100742,0.16340973882468046,0
100743,0.9647177099294424,1
100744,0.0781959320447955,0
100745,0.8063492565352668,1
100746,0.48736983119012195,0
100747,0.05479938799767433,0
100748,0.7951856530183977,1
100749,0.9345828609292727,1
100750,0.9753940672602289,1
100751,0.3554508971636907,0
100752,0.43499755438477533,0
100753,0.4832995224060361,0
100754,0.07488754124104335,0
100755,0.9872395043571954,1
100756,0.03221578528521925,0
100757,0.8291901593392242,1
100758,0.05202026780945087,0
100759,0.9505769404701674,1
100760,0.9922906369696189,1
100761,0.10561078603207037,0
100762,0.031013003258664882,0
100763,0.9271878952760924,1
100764,0.8044879959822921,1
100765,0.7334381339727574,1
100766,0.01300572752382537,0
100767,0.980393563364199,1
100768,0.9677260737714507,1
100769,0.9335230896938629,1
100770,0.051224460850932484,0
100771,0.42037546880771737,0
100772,0.8167265381984555,1
100773,0.09620811173975473,0
100774,0.46853155611813246,0
100775,0.7975648185531069,1
100776,0.029742198637383675,0
100777,0.8660171010609258,1
100778,0.332602290616306,0
100779,0.8233830990748716,1
100780,0.863891906679636,1
100781,0.01560684779212569,0
100782,0.7974136255383935,1
100783,0.877912577962344,1
100784,0.698749672719667,0
100785,0.7145545420168976,0
100786,0.8305060840045393,1
100787,0.91396406683254,1
100788,0.00705374437750632,0
100789,0.07378298647176329,0
100790,0.6715639345146557,0
100791,0.8304289315083595,1
100792,0.9475284539969656,1
100793,0.47711881018332003,0
100794,0.9454328901157071,1
100795,0.027422347679167954,0
100796,0.2544591446494782,0
100797,0.13161510719037464,0
100798,0.3259922879783615,0
100799,0.6598792589670727,0
100800,0.8905929498285554,1
100801,0.04606846661745453,0
100802,0.7667252179138675,1
100803,0.9278064999251983,1
100804,0.03029952914987991,0
100805,0.8816534363120818,1
100806,0.8014095139894777,1
100807,0.1557626110121297,0
100808,0.21444699414265547,0
100809,0.9630539260766245,1
100810,0.0850226746520267,0
100811,0.6056386774195051,0
100812,0.32769340569020466,0
100813,0.9232581973471484,1
100814,0.9698759662026875,1
100815,0.7559927269086433,1
100816,0.6968822061498433,0
100817,0.8838541987605036,1
100818,0.5327867946625943,0
100819,0.0329043709352584,0
100820,0.24209496590347307,0
100821,0.19780126003242163,0
100822,0.9430185434701288,1
100823,0.5197128522714612,0
100824,0.9718418008923719,1
100825,0.8576585576786339,1
100826,0.20788372488555013,0
100827,0.9572956905249644,1
100828,0.933598077077903,1
100829,0.022962207544613516,0
100830,0.9028833158278096,1
100831,0.19816871871682942,0
100832,0.5482876276830715,0
100833,0.15373112058851254,0
100834,0.683949156406155,0
100835,0.9812134588142554,1
100836,0.07165104132263374,0
100837,0.9519769231470826,1
100838,0.8943753559824047,1
100839,0.9788388176521743,1
100840,0.9674920743225252,1
100841,0.02639846411784008,0
100842,0.48251593959911193,0
100843,0.9121716256470186,1
100844,0.3787452100911511,0
100845,0.9371936793437451,1
100846,0.03271087384580454,0
100847,0.9717508974627522,1
100848,0.9660169821791276,1
100849,0.925789144016708,1
100850,0.8465583674845806,1
100851,0.05480331320498191,0
100852,0.923503026821117,1
100853,0.4646994903556138,0
100854,0.08158547178929117,0
100855,0.24338376544378612,0
100856,0.09775293959943121,0
100857,0.7711983020178788,1
100858,0.11537159382741871,0
100859,0.17857426922254852,0
100860,0.10858927689607042,0
100861,0.5317117214413802,0
100862,0.8830938912112904,1
100863,0.6756568776722738,0
100864,0.9603325853365454,1
100865,0.4680231529822733,0
100866,0.7066851859224075,0
100867,0.7750058250362655,1
100868,0.23346736044709002,0
100869,0.0647900658509681,0
100870,0.7790966087003165,1
100871,0.12449985431649319,0
100872,0.69513674631616,0
100873,0.1174703339360662,0
100874,0.8250388546721013,1
100875,0.6829495130558472,0
100876,0.4483487848604967,0
100877,0.7350300948873656,1
100878,0.5947691026466742,0
100879,0.37753145942735983,0
100880,0.4647321190540929,0
100881,0.7752459346194851,1
100882,0.5395334454579486,0
100883,0.3963917501882415,0
100884,0.85319120351624,1
100885,0.7784009839143291,1
100886,0.37151512560252853,0
100887,0.6435745316276529,0
100888,0.6217488924511917,0
100889,0.5587655730696056,0
100890,0.8452074144920254,1
100891,0.09035531523542736,0
100892,0.9642407056218049,1
100893,0.9435437697430924,1
100894,0.3213539472850153,0
100895,0.02446441976031421,0
100896,0.28168917213080236,0
100897,0.6140539833066518,0
100898,0.9277198620574428,1
100899,0.9870911028127246,1
100900,0.0476961730382539,0
100901,0.8234285008989568,1
100902,0.8560550665082597,1
100903,0.8733625510580239,1
100904,0.9415203163766536,1
100905,0.620184210785212,0
100906,0.386529984738151,0
100907,0.2314372146661787,0
100908,0.8677858796240921,1
100909,0.3730848073149022,0
100910,0.9111434230807854,1
100911,0.018428377111000257,0
100912,0.7438892774621271,1
100913,0.5457162191527375,0
100914,0.17295811807582684,0
100915,0.7758411258280028,1
100916,0.8388708740109042,1
100917,0.26985396306255083,0
100918,0.9156477332936949,1
100919,0.8559196812575389,1
100920,0.9417254413852626,1
100921,0.981352399137605,1
100922,0.6481679447764797,0
100923,0.96984820740126,1
100924,0.9121912257934663,1
100925,0.9761445829004356,1
100926,0.962902101730671,1
100927,0.029079373459286087,0
100928,0.8350694329475346,1
100929,0.8734156029513563,1
100930,0.0685834920227361,0
100931,0.616930835565592,0
100932,0.10713873280750315,0
100933,0.25817636086933815,0
100934,0.6001818151395034,0
100935,0.7537525699142698,1
100936,0.7644417819135392,1
100937,0.5815392393601942,0
100938,0.7381663375331247,1
100939,0.9745017506601922,1
100940,0.01245258445568352,0
100941,0.9768539290944829,1
100942,0.11214405010751237,0
100943,0.9074195474131028,1
100944,0.09020818129808131,0
100945,0.00816716275212935,0
100946,0.01103838958591685,0
100947,0.8936886345183443,1
100948,0.056404705472544135,0
100949,0.6291235600520708,0
100950,0.9160422703405107,1
100951,0.8974505688459533,1
100952,0.6048566808719722,0
100953,0.8184785943700625,1
100954,0.9064752824263285,1
100955,0.26768728710722567,0
100956,0.8616568603488459,1
100957,0.1900659647335692,0
100958,0.029336314564264877,0
100959,0.2164122687297717,0
100960,0.29357056923094,0
100961,0.41794089510454446,0
100962,0.11760952531922825,0
100963,0.1689628598295071,0
100964,0.980211070070085,1
100965,0.029163845173690802,0
100966,0.7280469247017922,1
100967,0.48400471450753385,0
100968,0.09122185748520394,0
100969,0.8669639152261027,1
100970,0.017238249919311735,0
100971,0.22463819145554453,0
100972,0.9753629269321712,1
100973,0.9608559547807929,1
100974,0.7476897505140622,1
100975,0.9777226694756803,1
100976,0.6321555279727239,0
100977,0.7903289529580497,1
100978,0.12125724764604995,0
100979,0.11889351407740559,0
100980,0.14743057930904638,0
100981,0.7839450602535991,1
100982,0.3282186030496725,0
100983,0.34023535593632426,0
100984,0.5878195035558716,0
100985,0.15444572973757673,0
100986,0.3420669751999549,0
100987,0.005492348487628054,0
100988,0.3010716322156252,0
100989,0.4954874064850371,0
100990,0.3606332926978493,0
100991,0.25845931630582397,0
100992,0.16437565161932963,0
100993,0.8083785503235557,1
100994,0.22534532050409237,0
100995,0.49236284154673626,0
100996,0.0875697074962099,0
100997,0.7997610443698838,1
100998,0.22974709504513824,0
100999,0.49019547138468045,0
101000,0.11789528400948865,0
101001,0.1822777777818623,0
101002,0.3841736345087267,0
